Wilayah,Tanggal,Suhu_Rata2_C,Curah_Hujan_mm,Radiasi_Matahari_MJm2,Kecepatan_Angin_Max_kmh
Bukittinggi,2021-08-09,21.1,25.7,15.28,9.7
Bukittinggi,2021-08-10,21.0,18.2,16.31,9.8
Bukittinggi,2021-08-11,20.5,26.4,14.03,10.6
Bukittinggi,2021-08-12,20.6,35.9,19.15,11.2
Bukittinggi,2021-08-13,20.9,15.8,21.39,9.4
Bukittinggi,2021-08-14,20.4,24.1,13.12,9.5
Bukittinggi,2021-08-15,20.7,17.4,16.07,10.6
Bukittinggi,2021-08-16,19.8,6.9,9.97,16.4
Bukittinggi,2021-08-17,20.1,11.6,12.0,11.3
Bukittinggi,2021-08-18,19.6,10.5,8.38,11.7
Bukittinggi,2021-08-19,19.6,4.0,13.67,15.5
Bukittinggi,2021-08-20,20.3,3.7,11.71,8.2
Bukittinggi,2021-08-21,20.5,14.1,17.03,6.9
Bukittinggi,2021-08-22,20.3,20.2,13.77,11.7
Bukittinggi,2021-08-23,20.3,6.5,12.61,9.9
Bukittinggi,2021-08-24,20.1,3.2,14.89,11.4
Bukittinggi,2021-08-25,20.9,0.2,22.92,8.4
Bukittinggi,2021-08-26,20.5,2.6,16.41,12.9
Bukittinggi,2021-08-27,20.6,19.4,16.05,11.2
Bukittinggi,2021-08-28,20.6,16.9,18.68,8.4
Bukittinggi,2021-08-29,21.0,5.5,19.45,6.3
Bukittinggi,2021-08-30,20.7,11.2,13.5,7.9
Bukittinggi,2021-08-31,20.2,14.3,13.95,7.3
Bukittinggi,2021-09-01,19.6,16.6,9.85,17.9
Bukittinggi,2021-09-02,19.8,2.2,11.62,7.7
Bukittinggi,2021-09-03,20.3,24.9,16.98,10.2
Bukittinggi,2021-09-04,20.2,1.7,16.55,11.5
Bukittinggi,2021-09-05,20.2,21.2,13.97,9.3
Bukittinggi,2021-09-06,20.9,3.3,21.12,11.6
Bukittinggi,2021-09-07,20.6,2.1,16.08,10.5
Bukittinggi,2021-09-08,20.5,5.3,15.0,12.1
Bukittinggi,2021-09-09,21.0,1.7,17.96,12.4
Bukittinggi,2021-09-10,20.6,1.8,17.85,8.1
Bukittinggi,2021-09-11,20.3,3.2,21.46,9.4
Bukittinggi,2021-09-12,21.2,0.3,19.18,9.8
Bukittinggi,2021-09-13,20.6,0.0,9.55,10.5
Bukittinggi,2021-09-14,20.9,0.2,14.17,10.5
Bukittinggi,2021-09-15,21.1,0.6,23.01,9.5
Bukittinggi,2021-09-16,21.1,12.2,17.5,8.4
Bukittinggi,2021-09-17,21.2,2.9,19.61,14.7
Bukittinggi,2021-09-18,20.7,24.3,15.09,11.5
Bukittinggi,2021-09-19,19.9,11.4,8.37,10.5
Bukittinggi,2021-09-20,21.3,0.1,20.75,10.5
Bukittinggi,2021-09-21,20.5,15.1,13.85,11.7
Bukittinggi,2021-09-22,21.1,2.3,18.86,8.0
Bukittinggi,2021-09-23,21.0,16.2,19.27,9.0
Bukittinggi,2021-09-24,20.9,6.3,17.97,9.4
Bukittinggi,2021-09-25,21.1,14.1,18.56,10.9
Bukittinggi,2021-09-26,20.7,5.4,14.81,8.7
Bukittinggi,2021-09-27,20.8,2.6,17.74,9.4
Bukittinggi,2021-09-28,20.9,15.5,15.07,9.7
Bukittinggi,2021-09-29,20.7,22.1,13.86,16.2
Bukittinggi,2021-09-30,20.3,6.6,7.77,17.4
Bukittinggi,2021-10-01,19.5,1.2,8.83,12.7
Bukittinggi,2021-10-02,20.8,0.1,16.07,6.6
Bukittinggi,2021-10-03,21.5,0.7,17.97,8.0
Bukittinggi,2021-10-04,21.1,0.1,24.5,14.0
Bukittinggi,2021-10-05,20.3,0.0,21.59,14.9
Bukittinggi,2021-10-06,20.9,0.0,22.75,16.6
Bukittinggi,2021-10-07,21.2,0.0,18.69,15.1
Bukittinggi,2021-10-08,21.8,0.0,16.84,11.5
Bukittinggi,2021-10-09,21.4,4.0,17.96,9.8
Bukittinggi,2021-10-10,21.1,6.7,15.01,18.3
Bukittinggi,2021-10-11,20.8,4.9,15.22,21.1
Bukittinggi,2021-10-12,21.3,0.0,23.51,13.9
Bukittinggi,2021-10-13,21.0,1.3,21.32,13.8
Bukittinggi,2021-10-14,21.6,0.0,22.27,16.3
Bukittinggi,2021-10-15,21.4,0.1,24.0,15.5
Bukittinggi,2021-10-16,21.4,1.4,22.28,12.5
Bukittinggi,2021-10-17,21.0,9.9,14.94,8.1
Bukittinggi,2021-10-18,20.7,14.0,17.41,12.2
Bukittinggi,2021-10-19,21.0,6.7,18.55,8.7
Bukittinggi,2021-10-20,19.6,20.3,10.33,7.1
Bukittinggi,2021-10-21,20.3,16.2,17.99,10.0
Bukittinggi,2021-10-22,20.1,21.5,16.8,7.6
Bukittinggi,2021-10-23,20.5,8.6,19.48,6.9
Bukittinggi,2021-10-24,20.3,2.4,12.16,9.6
Bukittinggi,2021-10-25,20.6,8.2,12.96,14.2
Bukittinggi,2021-10-26,20.8,12.6,13.6,14.8
Bukittinggi,2021-10-27,21.0,1.6,15.54,16.6
Bukittinggi,2021-10-28,21.6,0.2,21.4,8.2
Bukittinggi,2021-10-29,21.2,16.1,18.18,11.2
Bukittinggi,2021-10-30,20.6,14.7,18.31,8.1
Bukittinggi,2021-10-31,20.4,19.4,17.36,8.4
Bukittinggi,2021-11-01,20.7,2.8,12.7,7.3
Bukittinggi,2021-11-02,20.9,5.0,16.81,9.7
Bukittinggi,2021-11-03,20.4,8.3,12.0,15.0
Bukittinggi,2021-11-04,21.1,2.9,16.58,15.1
Bukittinggi,2021-11-05,20.0,16.7,7.93,18.7
Bukittinggi,2021-11-06,20.6,3.7,16.37,22.0
Bukittinggi,2021-11-07,20.6,3.2,15.33,20.0
Bukittinggi,2021-11-08,20.7,1.7,14.01,22.4
Bukittinggi,2021-11-09,21.5,0.1,23.52,18.0
Bukittinggi,2021-11-10,20.4,4.4,8.45,19.0
Bukittinggi,2021-11-11,21.0,1.7,19.51,18.8
Bukittinggi,2021-11-12,21.2,0.3,22.51,16.9
Bukittinggi,2021-11-13,20.7,1.0,16.42,13.7
Bukittinggi,2021-11-14,21.2,0.0,21.56,13.3
Bukittinggi,2021-11-15,21.0,0.0,24.72,13.3
Bukittinggi,2021-11-16,20.4,0.0,24.45,15.3
Bukittinggi,2021-11-17,20.0,1.7,17.4,12.1
Bukittinggi,2021-11-18,20.7,1.5,14.97,15.9
Bukittinggi,2021-11-19,21.0,1.0,15.75,15.9
Bukittinggi,2021-11-20,21.4,0.9,16.76,14.2
Bukittinggi,2021-11-21,21.3,1.3,18.9,16.5
Bukittinggi,2021-11-22,21.4,0.4,19.23,12.7
Bukittinggi,2021-11-23,20.6,5.2,17.28,10.7
Bukittinggi,2021-11-24,21.4,0.0,15.04,9.6
Bukittinggi,2021-11-25,21.3,0.0,13.68,12.3
Bukittinggi,2021-11-26,22.0,0.1,20.85,14.0
Bukittinggi,2021-11-27,21.1,0.0,20.03,16.6
Bukittinggi,2021-11-28,20.9,0.0,17.67,19.4
Bukittinggi,2021-11-29,21.1,0.1,19.17,22.6
Bukittinggi,2021-11-30,20.2,11.1,15.14,19.7
Bukittinggi,2021-12-01,20.9,8.8,19.72,14.5
Bukittinggi,2021-12-02,21.0,1.1,14.79,12.6
Bukittinggi,2021-12-03,21.1,0.0,19.54,11.8
Bukittinggi,2021-12-04,21.0,1.7,18.9,10.1
Bukittinggi,2021-12-05,20.3,2.7,12.0,13.7
Bukittinggi,2021-12-06,20.9,4.8,20.58,16.0
Bukittinggi,2021-12-07,20.7,1.9,20.99,9.5
Bukittinggi,2021-12-08,20.7,4.4,15.71,10.5
Bukittinggi,2021-12-09,20.6,22.3,14.42,9.5
Bukittinggi,2021-12-10,20.1,16.9,8.87,6.8
Bukittinggi,2021-12-11,20.8,15.1,17.87,10.7
Bukittinggi,2021-12-12,20.4,25.1,14.59,9.8
Bukittinggi,2021-12-13,20.3,16.8,13.36,7.7
Bukittinggi,2021-12-14,20.6,22.6,13.42,8.9
Bukittinggi,2021-12-15,21.2,7.3,15.62,8.5
Bukittinggi,2021-12-16,20.9,6.8,13.18,16.8
Bukittinggi,2021-12-17,20.1,15.4,4.95,21.4
Bukittinggi,2021-12-18,19.9,18.9,5.55,24.6
Bukittinggi,2021-12-19,21.0,7.2,17.91,19.1
Bukittinggi,2021-12-20,20.7,5.0,13.29,15.0
Bukittinggi,2021-12-21,21.3,1.3,20.55,12.2
Bukittinggi,2021-12-22,20.9,1.6,19.94,14.6
Bukittinggi,2021-12-23,20.7,11.4,15.39,14.1
Bukittinggi,2021-12-24,21.0,1.7,19.88,12.4
Bukittinggi,2021-12-25,20.2,3.2,17.01,8.1
Bukittinggi,2021-12-26,20.3,2.1,20.39,10.1
Bukittinggi,2021-12-27,20.3,3.5,17.37,9.8
Bukittinggi,2021-12-28,20.4,0.5,20.17,13.0
Bukittinggi,2021-12-29,21.1,0.3,22.08,15.4
Bukittinggi,2021-12-30,21.0,2.1,21.05,12.3
Bukittinggi,2021-12-31,20.6,17.1,12.84,8.4
Bukittinggi,2022-01-01,20.4,28.4,14.0,7.9
Bukittinggi,2022-01-02,20.0,11.9,9.36,10.9
Bukittinggi,2022-01-03,20.8,1.5,19.26,8.5
Bukittinggi,2022-01-04,20.3,2.4,17.47,9.0
Bukittinggi,2022-01-05,20.9,0.1,23.23,9.7
Bukittinggi,2022-01-06,20.3,11.9,17.52,9.5
Bukittinggi,2022-01-07,20.4,13.3,17.3,9.8
Bukittinggi,2022-01-08,20.6,3.6,19.93,14.0
Bukittinggi,2022-01-09,20.4,7.1,19.68,13.9
Bukittinggi,2022-01-10,19.9,9.1,9.65,8.2
Bukittinggi,2022-01-11,20.2,1.1,20.45,14.2
Bukittinggi,2022-01-12,20.8,0.0,21.12,12.6
Bukittinggi,2022-01-13,20.8,0.8,21.4,12.0
Bukittinggi,2022-01-14,20.3,6.1,19.47,13.0
Bukittinggi,2022-01-15,20.6,0.3,17.4,14.9
Bukittinggi,2022-01-16,20.5,5.4,18.9,14.8
Bukittinggi,2022-01-17,20.1,16.5,13.14,8.6
Bukittinggi,2022-01-18,19.7,2.8,16.66,8.8
Bukittinggi,2022-01-19,19.3,9.7,6.74,7.1
Bukittinggi,2022-01-20,20.8,1.8,25.57,12.7
Bukittinggi,2022-01-21,20.2,1.7,16.65,9.4
Bukittinggi,2022-01-22,20.4,7.1,18.12,10.6
Bukittinggi,2022-01-23,20.0,2.1,10.5,5.6
Bukittinggi,2022-01-24,21.0,4.6,11.84,9.8
Bukittinggi,2022-01-25,20.8,8.8,8.28,8.0
Bukittinggi,2022-01-26,20.4,0.1,11.9,11.2
Bukittinggi,2022-01-27,21.6,0.0,22.26,8.8
Bukittinggi,2022-01-28,21.2,0.3,21.33,11.9
Bukittinggi,2022-01-29,21.3,2.7,22.12,8.0
Bukittinggi,2022-01-30,20.8,11.0,17.51,9.4
Bukittinggi,2022-01-31,20.8,2.8,20.52,9.4
Bukittinggi,2022-02-01,20.1,9.8,12.84,7.1
Bukittinggi,2022-02-02,21.0,4.8,18.52,7.3
Bukittinggi,2022-02-03,21.0,1.6,20.54,11.8
Bukittinggi,2022-02-04,20.2,5.4,20.24,13.9
Bukittinggi,2022-02-05,19.9,12.3,10.98,9.7
Bukittinggi,2022-02-06,20.5,16.0,13.76,10.4
Bukittinggi,2022-02-07,20.5,1.5,21.97,15.5
Bukittinggi,2022-02-08,21.1,3.8,20.48,8.0
Bukittinggi,2022-02-09,20.6,0.7,18.13,13.1
Bukittinggi,2022-02-10,20.5,0.7,16.92,7.2
Bukittinggi,2022-02-11,20.0,13.6,15.39,4.8
Bukittinggi,2022-02-12,20.8,2.0,20.39,9.4
Bukittinggi,2022-02-13,20.5,2.9,18.03,7.1
Bukittinggi,2022-02-14,20.6,2.2,23.4,7.0
Bukittinggi,2022-02-15,20.7,1.1,22.58,5.8
Bukittinggi,2022-02-16,20.3,6.5,14.18,9.0
Bukittinggi,2022-02-17,20.8,0.9,12.21,8.5
Bukittinggi,2022-02-18,20.8,0.1,24.07,12.4
Bukittinggi,2022-02-19,21.1,0.0,22.68,13.7
Bukittinggi,2022-02-20,21.0,0.0,26.19,10.6
Bukittinggi,2022-02-21,21.4,0.6,23.08,9.5
Bukittinggi,2022-02-22,20.7,7.4,18.88,8.9
Bukittinggi,2022-02-23,20.8,1.4,20.75,11.4
Bukittinggi,2022-02-24,21.4,0.2,22.03,9.2
Bukittinggi,2022-02-25,20.6,1.5,19.73,7.9
Bukittinggi,2022-02-26,21.0,1.9,21.09,7.6
Bukittinggi,2022-02-27,20.2,10.6,18.78,9.4
Bukittinggi,2022-02-28,20.8,6.5,21.27,8.8
Bukittinggi,2022-03-01,20.1,3.9,9.28,7.1
Bukittinggi,2022-03-02,21.0,1.6,18.87,10.2
Bukittinggi,2022-03-03,20.5,0.2,17.89,16.7
Bukittinggi,2022-03-04,21.4,0.8,20.92,10.7
Bukittinggi,2022-03-05,21.0,2.6,17.86,12.6
Bukittinggi,2022-03-06,20.5,10.1,13.26,10.7
Bukittinggi,2022-03-07,20.8,3.4,18.75,10.1
Bukittinggi,2022-03-08,21.2,1.2,21.24,9.4
Bukittinggi,2022-03-09,20.9,6.8,18.81,8.6
Bukittinggi,2022-03-10,20.7,2.1,15.03,9.0
Bukittinggi,2022-03-11,21.1,1.5,20.81,15.4
Bukittinggi,2022-03-12,21.2,2.1,20.96,8.0
Bukittinggi,2022-03-13,21.2,2.2,20.38,11.6
Bukittinggi,2022-03-14,21.1,21.1,14.71,8.1
Bukittinggi,2022-03-15,21.5,11.8,18.41,9.0
Bukittinggi,2022-03-16,21.4,1.1,18.67,7.6
Bukittinggi,2022-03-17,20.8,10.5,10.89,17.2
Bukittinggi,2022-03-18,20.8,1.3,9.72,17.6
Bukittinggi,2022-03-19,21.6,0.1,23.69,18.9
Bukittinggi,2022-03-20,21.5,0.0,20.49,18.6
Bukittinggi,2022-03-21,21.9,0.1,23.28,15.9
Bukittinggi,2022-03-22,21.3,1.3,22.66,11.6
Bukittinggi,2022-03-23,20.9,0.1,24.91,12.2
Bukittinggi,2022-03-24,20.6,0.0,27.55,12.3
Bukittinggi,2022-03-25,20.7,0.0,27.12,10.0
Bukittinggi,2022-03-26,21.2,0.0,27.8,13.1
Bukittinggi,2022-03-27,21.0,0.0,26.74,13.5
Bukittinggi,2022-03-28,20.8,0.0,28.04,12.8
Bukittinggi,2022-03-29,21.3,0.0,28.05,13.3
Bukittinggi,2022-03-30,20.9,0.0,26.61,14.4
Bukittinggi,2022-03-31,21.5,0.0,24.96,13.1
Bukittinggi,2022-04-01,21.4,0.0,26.77,12.7
Bukittinggi,2022-04-02,21.0,0.0,24.25,13.7
Bukittinggi,2022-04-03,21.2,0.9,22.64,15.2
Bukittinggi,2022-04-04,21.3,0.9,24.66,10.9
Bukittinggi,2022-04-05,21.1,3.0,19.84,8.4
Bukittinggi,2022-04-06,21.0,2.6,18.62,10.9
Bukittinggi,2022-04-07,20.4,2.4,10.29,12.2
Bukittinggi,2022-04-08,21.5,0.1,17.39,16.5
Bukittinggi,2022-04-09,21.6,0.4,21.01,12.6
Bukittinggi,2022-04-10,21.0,1.9,22.81,13.2
Bukittinggi,2022-04-11,20.7,3.3,15.34,8.4
Bukittinggi,2022-04-12,21.3,5.0,19.16,7.6
Bukittinggi,2022-04-13,21.0,7.2,16.43,7.2
Bukittinggi,2022-04-14,21.2,1.6,22.18,8.7
Bukittinggi,2022-04-15,21.3,4.5,17.02,9.7
Bukittinggi,2022-04-16,21.5,2.0,14.17,9.4
Bukittinggi,2022-04-17,21.3,8.0,20.11,11.2
Bukittinggi,2022-04-18,21.0,7.1,12.57,8.5
Bukittinggi,2022-04-19,21.2,13.0,14.31,10.9
Bukittinggi,2022-04-20,21.1,1.1,13.69,13.7
Bukittinggi,2022-04-21,21.6,0.1,14.63,8.3
Bukittinggi,2022-04-22,21.4,8.0,19.37,8.4
Bukittinggi,2022-04-23,21.2,6.8,17.19,10.1
Bukittinggi,2022-04-24,21.2,9.5,16.82,10.9
Bukittinggi,2022-04-25,20.8,3.9,11.7,11.5
Bukittinggi,2022-04-26,21.8,1.1,17.26,10.1
Bukittinggi,2022-04-27,22.1,3.1,22.32,9.2
Bukittinggi,2022-04-28,21.9,0.3,20.66,13.9
Bukittinggi,2022-04-29,21.8,0.4,19.61,16.2
Bukittinggi,2022-04-30,21.6,1.6,16.78,14.0
Bukittinggi,2022-05-01,21.5,0.7,12.19,12.0
Bukittinggi,2022-05-02,21.5,2.7,13.86,13.6
Bukittinggi,2022-05-03,21.9,4.7,18.86,12.3
Bukittinggi,2022-05-04,21.3,8.6,14.13,15.5
Bukittinggi,2022-05-05,21.3,12.9,18.3,10.3
Bukittinggi,2022-05-06,21.4,0.6,10.4,17.9
Bukittinggi,2022-05-07,21.1,6.3,9.14,19.7
Bukittinggi,2022-05-08,21.7,2.9,16.66,15.8
Bukittinggi,2022-05-09,22.0,0.6,19.35,8.0
Bukittinggi,2022-05-10,22.1,1.8,20.03,11.9
Bukittinggi,2022-05-11,22.0,1.6,18.91,19.2
Bukittinggi,2022-05-12,21.7,0.4,19.46,24.6
Bukittinggi,2022-05-13,22.3,0.0,23.7,12.5
Bukittinggi,2022-05-14,22.5,0.0,22.47,10.5
Bukittinggi,2022-05-15,22.0,1.2,16.58,9.7
Bukittinggi,2022-05-16,21.3,2.9,12.41,10.1
Bukittinggi,2022-05-17,22.0,0.0,21.79,11.4
Bukittinggi,2022-05-18,21.7,0.0,24.3,9.6
Bukittinggi,2022-05-19,21.5,0.5,19.57,8.9
Bukittinggi,2022-05-20,20.9,5.9,14.26,6.4
Bukittinggi,2022-05-21,21.5,0.4,17.62,10.7
Bukittinggi,2022-05-22,21.6,2.7,19.09,12.5
Bukittinggi,2022-05-23,21.5,0.3,21.73,10.1
Bukittinggi,2022-05-24,21.3,21.2,14.46,8.7
Bukittinggi,2022-05-25,21.1,5.7,13.89,9.8
Bukittinggi,2022-05-26,22.0,0.0,19.73,14.1
Bukittinggi,2022-05-27,21.3,0.8,20.76,17.3
Bukittinggi,2022-05-28,21.1,0.9,19.5,18.1
Bukittinggi,2022-05-29,21.6,0.2,21.52,16.1
Bukittinggi,2022-05-30,21.5,0.0,23.4,15.2
Bukittinggi,2022-05-31,21.4,0.4,22.05,17.3
Bukittinggi,2022-06-01,21.4,1.4,19.58,15.1
Bukittinggi,2022-06-02,20.9,3.1,16.46,15.7
Bukittinggi,2022-06-03,21.2,0.0,18.82,16.3
Bukittinggi,2022-06-04,21.9,0.0,17.57,6.5
Bukittinggi,2022-06-05,21.5,0.7,17.91,6.0
Bukittinggi,2022-06-06,20.8,8.0,17.32,8.0
Bukittinggi,2022-06-07,20.5,9.1,17.16,6.3
Bukittinggi,2022-06-08,20.4,3.4,16.08,8.0
Bukittinggi,2022-06-09,20.2,19.4,14.34,7.5
Bukittinggi,2022-06-10,20.7,1.4,17.18,7.5
Bukittinggi,2022-06-11,20.0,15.2,10.83,12.1
Bukittinggi,2022-06-12,20.6,0.0,19.05,13.0
Bukittinggi,2022-06-13,20.5,6.3,16.48,7.3
Bukittinggi,2022-06-14,20.6,14.8,14.76,10.0
Bukittinggi,2022-06-15,20.4,1.7,13.45,11.5
Bukittinggi,2022-06-16,20.5,0.7,14.89,8.7
Bukittinggi,2022-06-17,20.4,9.5,12.85,5.4
Bukittinggi,2022-06-18,20.7,7.6,12.54,4.3
Bukittinggi,2022-06-19,20.3,3.7,14.33,7.8
Bukittinggi,2022-06-20,20.4,3.0,13.84,7.3
Bukittinggi,2022-06-21,20.2,10.4,16.28,7.9
Bukittinggi,2022-06-22,20.4,9.7,14.43,7.6
Bukittinggi,2022-06-23,19.9,24.9,9.68,7.2
Bukittinggi,2022-06-24,20.3,5.0,12.73,8.3
Bukittinggi,2022-06-25,20.9,0.9,13.14,11.3
Bukittinggi,2022-06-26,21.3,0.0,20.54,10.5
Bukittinggi,2022-06-27,21.4,1.5,16.65,11.3
Bukittinggi,2022-06-28,20.5,6.9,11.53,18.9
Bukittinggi,2022-06-29,20.7,3.1,15.22,19.0
Bukittinggi,2022-06-30,19.7,6.1,8.78,21.7
Bukittinggi,2022-07-01,20.0,0.0,23.12,13.2
Bukittinggi,2022-07-02,20.3,0.3,19.35,12.8
Bukittinggi,2022-07-03,20.4,0.0,21.83,12.7
Bukittinggi,2022-07-04,20.9,0.0,21.99,11.6
Bukittinggi,2022-07-05,21.8,0.1,18.06,7.7
Bukittinggi,2022-07-06,21.4,0.4,13.24,9.1
Bukittinggi,2022-07-07,21.7,1.1,20.63,15.5
Bukittinggi,2022-07-08,21.0,0.3,19.85,18.1
Bukittinggi,2022-07-09,21.7,0.0,19.99,14.3
Bukittinggi,2022-07-10,21.2,0.5,19.41,12.4
Bukittinggi,2022-07-11,20.9,1.8,17.36,9.5
Bukittinggi,2022-07-12,21.3,1.6,15.67,12.4
Bukittinggi,2022-07-13,21.2,11.1,16.22,8.3
Bukittinggi,2022-07-14,20.8,7.8,14.22,10.2
Bukittinggi,2022-07-15,21.6,0.1,20.99,12.8
Bukittinggi,2022-07-16,21.5,0.0,23.43,14.1
Bukittinggi,2022-07-17,21.4,0.0,23.17,13.3
Bukittinggi,2022-07-18,21.6,0.1,22.67,10.0
Bukittinggi,2022-07-19,21.9,0.0,20.72,12.8
Bukittinggi,2022-07-20,21.3,1.0,15.57,11.7
Bukittinggi,2022-07-21,20.7,6.3,15.96,8.7
Bukittinggi,2022-07-22,20.0,3.0,12.95,12.2
Bukittinggi,2022-07-23,20.7,1.5,20.24,13.7
Bukittinggi,2022-07-24,20.0,9.0,10.84,10.8
Bukittinggi,2022-07-25,20.0,3.8,9.95,15.7
Bukittinggi,2022-07-26,20.3,4.3,15.23,13.1
Bukittinggi,2022-07-27,21.0,0.8,19.18,13.0
Bukittinggi,2022-07-28,21.0,1.3,19.29,11.2
Bukittinggi,2022-07-29,20.4,1.1,9.15,18.1
Bukittinggi,2022-07-30,21.1,0.7,14.62,13.7
Bukittinggi,2022-07-31,21.5,1.5,20.34,6.1
Bukittinggi,2022-08-01,21.7,1.0,19.66,7.8
Bukittinggi,2022-08-02,20.6,16.8,12.63,7.8
Bukittinggi,2022-08-03,20.0,13.2,10.24,14.0
Bukittinggi,2022-08-04,20.3,0.0,17.44,15.6
Bukittinggi,2022-08-05,20.0,1.4,14.25,12.0
Bukittinggi,2022-08-06,20.4,3.1,17.44,10.7
Bukittinggi,2022-08-07,20.6,0.6,18.32,7.9
Bukittinggi,2022-08-08,20.5,1.0,20.72,11.4
Bukittinggi,2022-08-09,20.8,2.6,21.18,10.4
Bukittinggi,2022-08-10,21.0,2.6,19.87,7.1
Bukittinggi,2022-08-11,22.1,1.4,21.21,7.4
Bukittinggi,2022-08-12,21.6,1.6,15.23,12.8
Bukittinggi,2022-08-13,21.3,3.6,13.19,8.0
Bukittinggi,2022-08-14,20.9,2.6,13.9,8.8
Bukittinggi,2022-08-15,20.9,3.7,18.29,10.5
Bukittinggi,2022-08-16,21.2,0.6,18.01,10.2
Bukittinggi,2022-08-17,20.5,2.7,19.62,5.6
Bukittinggi,2022-08-18,20.5,4.3,16.87,12.2
Bukittinggi,2022-08-19,21.2,2.3,20.43,13.3
Bukittinggi,2022-08-20,20.4,12.8,14.61,8.7
Bukittinggi,2022-08-21,20.6,8.7,11.6,14.2
Bukittinggi,2022-08-22,21.4,0.8,20.46,11.5
Bukittinggi,2022-08-23,20.3,13.6,15.59,9.2
Bukittinggi,2022-08-24,20.5,12.8,16.72,10.8
Bukittinggi,2022-08-25,20.7,5.0,17.82,13.9
Bukittinggi,2022-08-26,20.2,5.2,14.01,10.9
Bukittinggi,2022-08-27,20.6,5.2,18.36,9.7
Bukittinggi,2022-08-28,20.7,10.7,17.0,13.4
Bukittinggi,2022-08-29,20.0,20.9,11.76,10.3
Bukittinggi,2022-08-30,21.0,4.7,20.08,8.4
Bukittinggi,2022-08-31,20.7,22.7,18.46,11.2
Bukittinggi,2022-09-01,20.2,1.7,13.51,13.8
Bukittinggi,2022-09-02,20.7,1.3,12.78,15.0
Bukittinggi,2022-09-03,20.4,3.5,13.47,17.5
Bukittinggi,2022-09-04,21.3,0.0,21.1,14.1
Bukittinggi,2022-09-05,20.9,0.5,17.23,13.0
Bukittinggi,2022-09-06,20.9,2.4,19.55,11.3
Bukittinggi,2022-09-07,20.3,1.0,10.38,13.3
Bukittinggi,2022-09-08,21.7,0.1,18.18,8.0
Bukittinggi,2022-09-09,20.8,0.0,20.3,12.8
Bukittinggi,2022-09-10,20.6,0.0,20.96,13.5
Bukittinggi,2022-09-11,20.6,0.0,21.31,12.1
Bukittinggi,2022-09-12,20.5,8.5,19.71,9.6
Bukittinggi,2022-09-13,20.2,12.9,13.23,10.9
Bukittinggi,2022-09-14,20.6,26.2,17.72,6.1
Bukittinggi,2022-09-15,20.8,12.8,20.56,6.9
Bukittinggi,2022-09-16,20.4,14.2,15.9,7.5
Bukittinggi,2022-09-17,20.3,21.3,14.1,9.5
Bukittinggi,2022-09-18,19.8,7.8,7.64,13.4
Bukittinggi,2022-09-19,20.4,0.7,13.53,9.5
Bukittinggi,2022-09-20,20.4,1.6,16.83,8.7
Bukittinggi,2022-09-21,20.3,12.8,14.08,11.6
Bukittinggi,2022-09-22,19.9,6.5,12.6,11.5
Bukittinggi,2022-09-23,20.7,0.7,21.82,11.8
Bukittinggi,2022-09-24,20.3,0.5,13.18,12.1
Bukittinggi,2022-09-25,20.6,2.6,17.33,9.8
Bukittinggi,2022-09-26,20.8,0.0,20.94,7.6
Bukittinggi,2022-09-27,20.6,10.9,16.06,12.4
Bukittinggi,2022-09-28,20.4,8.2,14.05,14.3
Bukittinggi,2022-09-29,20.8,5.8,12.91,9.5
Bukittinggi,2022-09-30,20.5,6.9,17.09,11.2
Bukittinggi,2022-10-01,20.9,15.3,19.48,11.6
Bukittinggi,2022-10-02,20.0,4.9,12.54,8.9
Bukittinggi,2022-10-03,20.8,5.7,17.33,13.9
Bukittinggi,2022-10-04,20.9,6.7,13.87,16.3
Bukittinggi,2022-10-05,20.3,6.3,8.98,15.1
Bukittinggi,2022-10-06,20.8,0.8,14.85,15.9
Bukittinggi,2022-10-07,20.0,5.7,5.6,13.1
Bukittinggi,2022-10-08,20.6,0.4,14.2,10.8
Bukittinggi,2022-10-09,21.1,1.7,18.37,11.9
Bukittinggi,2022-10-10,20.4,2.2,15.51,7.1
Bukittinggi,2022-10-11,20.2,6.7,18.3,16.1
Bukittinggi,2022-10-12,20.3,20.2,15.18,10.9
Bukittinggi,2022-10-13,20.4,1.5,16.7,13.1
Bukittinggi,2022-10-14,20.4,7.1,14.19,15.6
Bukittinggi,2022-10-15,20.2,9.4,13.31,19.2
Bukittinggi,2022-10-16,19.9,11.3,9.87,16.8
Bukittinggi,2022-10-17,20.6,3.3,15.51,10.1
Bukittinggi,2022-10-18,20.6,0.8,18.67,14.8
Bukittinggi,2022-10-19,21.2,0.0,22.68,22.4
Bukittinggi,2022-10-20,20.8,0.6,20.59,23.1
Bukittinggi,2022-10-21,20.7,1.1,18.41,16.6
Bukittinggi,2022-10-22,21.2,1.2,15.4,10.4
Bukittinggi,2022-10-23,21.1,2.9,17.02,11.3
Bukittinggi,2022-10-24,21.2,2.8,17.12,8.9
Bukittinggi,2022-10-25,20.8,8.5,16.8,16.2
Bukittinggi,2022-10-26,20.5,19.5,11.28,18.4
Bukittinggi,2022-10-27,21.0,20.3,18.24,21.0
Bukittinggi,2022-10-28,21.0,2.2,15.58,16.1
Bukittinggi,2022-10-29,21.1,1.4,18.38,15.8
Bukittinggi,2022-10-30,20.7,16.1,11.51,14.1
Bukittinggi,2022-10-31,20.3,4.0,7.7,10.1
