Wilayah,Tanggal,Suhu_Rata2_C,Curah_Hujan_mm,Radiasi_Matahari_MJm2,Kecepatan_Angin_Max_kmh
Bukittinggi,2020-05-17,20.5,25.2,5.32,20.6
Bukittinggi,2020-05-18,21.4,0.9,10.78,18.0
Bukittinggi,2020-05-19,22.6,4.5,17.55,12.0
Bukittinggi,2020-05-20,21.9,1.1,10.64,24.9
Bukittinggi,2020-05-21,22.7,0.3,19.58,12.6
Bukittinggi,2020-05-22,21.8,0.0,17.49,10.9
Bukittinggi,2020-05-23,21.2,0.6,11.89,9.4
Bukittinggi,2020-05-24,21.3,5.1,15.15,11.3
Bukittinggi,2020-05-25,21.8,2.4,18.51,8.1
Bukittinggi,2020-05-26,21.6,0.3,18.9,13.8
Bukittinggi,2020-05-27,21.4,0.0,10.74,7.4
Bukittinggi,2020-05-28,22.1,4.2,20.2,8.4
Bukittinggi,2020-05-29,21.5,1.1,17.15,8.2
Bukittinggi,2020-05-30,21.5,4.9,15.47,9.0
Bukittinggi,2020-05-31,21.5,15.0,17.15,6.3
Bukittinggi,2020-06-01,21.5,2.3,16.35,7.9
Bukittinggi,2020-06-02,21.6,8.8,15.81,8.2
Bukittinggi,2020-06-03,21.3,7.3,15.8,9.7
Bukittinggi,2020-06-04,21.0,26.9,12.88,10.7
Bukittinggi,2020-06-05,20.5,13.6,9.59,13.4
Bukittinggi,2020-06-06,20.7,0.2,15.78,9.1
Bukittinggi,2020-06-07,20.5,0.5,19.31,12.3
Bukittinggi,2020-06-08,21.6,0.0,21.75,10.3
Bukittinggi,2020-06-09,21.6,0.1,22.09,10.8
Bukittinggi,2020-06-10,21.7,0.0,19.92,7.8
Bukittinggi,2020-06-11,21.6,2.2,16.66,11.6
Bukittinggi,2020-06-12,21.0,27.5,15.63,12.3
Bukittinggi,2020-06-13,20.7,2.5,12.13,8.3
Bukittinggi,2020-06-14,21.9,0.3,18.79,11.2
Bukittinggi,2020-06-15,21.9,5.9,20.61,7.7
Bukittinggi,2020-06-16,21.0,4.6,15.45,8.8
Bukittinggi,2020-06-17,20.7,10.7,11.8,8.8
Bukittinggi,2020-06-18,20.7,16.8,8.81,5.4
Bukittinggi,2020-06-19,20.9,9.0,13.69,8.7
Bukittinggi,2020-06-20,20.4,22.2,10.79,7.0
Bukittinggi,2020-06-21,20.8,16.2,14.08,12.6
Bukittinggi,2020-06-22,20.7,10.9,12.46,13.7
Bukittinggi,2020-06-23,20.7,5.3,9.35,9.7
Bukittinggi,2020-06-24,20.3,2.1,6.72,11.7
Bukittinggi,2020-06-25,21.1,0.0,20.73,11.6
Bukittinggi,2020-06-26,21.1,0.4,21.74,9.3
Bukittinggi,2020-06-27,21.4,1.6,16.32,7.3
Bukittinggi,2020-06-28,20.5,1.9,21.29,7.8
Bukittinggi,2020-06-29,21.0,0.0,17.08,5.2
Bukittinggi,2020-06-30,21.3,4.9,17.15,10.6
Bukittinggi,2020-07-01,21.3,1.5,19.48,10.3
Bukittinggi,2020-07-02,21.5,3.7,18.27,7.2
Bukittinggi,2020-07-03,21.6,3.2,18.33,7.7
Bukittinggi,2020-07-04,21.2,2.2,18.49,13.2
Bukittinggi,2020-07-05,21.3,1.9,18.44,13.0
Bukittinggi,2020-07-06,21.1,14.0,17.0,12.6
Bukittinggi,2020-07-07,20.9,14.0,14.22,9.2
Bukittinggi,2020-07-08,20.0,20.8,10.31,9.1
Bukittinggi,2020-07-09,20.4,3.5,9.71,9.2
Bukittinggi,2020-07-10,20.1,2.5,10.82,13.2
Bukittinggi,2020-07-11,20.6,11.1,16.6,9.7
Bukittinggi,2020-07-12,20.2,17.1,14.23,11.2
Bukittinggi,2020-07-13,20.0,4.5,8.2,5.9
Bukittinggi,2020-07-14,20.7,0.1,17.24,15.9
Bukittinggi,2020-07-15,21.1,0.3,19.7,11.8
Bukittinggi,2020-07-16,21.0,5.1,16.5,12.2
Bukittinggi,2020-07-17,20.7,24.4,15.45,8.8
Bukittinggi,2020-07-18,20.3,12.4,17.64,9.8
Bukittinggi,2020-07-19,20.6,7.1,17.72,11.0
Bukittinggi,2020-07-20,20.8,3.4,18.74,13.7
Bukittinggi,2020-07-21,21.4,4.3,19.45,11.9
Bukittinggi,2020-07-22,20.4,34.0,13.81,8.6
Bukittinggi,2020-07-23,20.7,51.1,11.91,9.8
Bukittinggi,2020-07-24,20.7,4.8,17.31,10.1
Bukittinggi,2020-07-25,20.5,4.4,15.39,9.0
Bukittinggi,2020-07-26,20.4,15.8,16.28,7.9
Bukittinggi,2020-07-27,20.5,1.1,11.69,10.2
Bukittinggi,2020-07-28,20.8,0.6,14.47,6.4
Bukittinggi,2020-07-29,20.7,1.1,12.98,6.4
Bukittinggi,2020-07-30,21.3,1.8,15.24,9.8
Bukittinggi,2020-07-31,20.4,1.7,13.98,14.7
Bukittinggi,2020-08-01,20.9,5.9,17.45,10.1
Bukittinggi,2020-08-02,21.0,0.3,16.95,10.1
Bukittinggi,2020-08-03,21.2,0.7,19.2,8.1
Bukittinggi,2020-08-04,20.9,1.9,11.73,12.6
Bukittinggi,2020-08-05,21.4,0.1,17.0,10.5
Bukittinggi,2020-08-06,21.5,0.0,18.31,11.9
Bukittinggi,2020-08-07,21.1,0.0,24.34,16.2
Bukittinggi,2020-08-08,21.1,0.0,23.67,16.4
Bukittinggi,2020-08-09,21.4,0.0,22.83,13.3
Bukittinggi,2020-08-10,21.4,0.0,23.82,12.0
Bukittinggi,2020-08-11,21.4,0.0,15.91,11.5
Bukittinggi,2020-08-12,21.8,0.1,15.62,9.2
Bukittinggi,2020-08-13,21.6,0.0,19.26,14.8
Bukittinggi,2020-08-14,20.7,1.3,15.41,7.9
Bukittinggi,2020-08-15,21.0,13.8,16.1,9.6
Bukittinggi,2020-08-16,20.9,3.6,17.83,9.2
Bukittinggi,2020-08-17,20.2,27.2,14.98,8.2
Bukittinggi,2020-08-18,20.7,2.9,15.7,5.2
Bukittinggi,2020-08-19,20.7,6.4,15.4,5.9
Bukittinggi,2020-08-20,20.8,4.5,16.39,13.2
Bukittinggi,2020-08-21,21.1,21.4,16.62,9.7
Bukittinggi,2020-08-22,20.9,20.5,15.19,9.2
Bukittinggi,2020-08-23,21.0,13.8,16.19,11.3
Bukittinggi,2020-08-24,20.9,2.3,18.57,14.4
Bukittinggi,2020-08-25,20.8,8.7,18.41,15.8
Bukittinggi,2020-08-26,19.9,3.0,8.11,9.2
Bukittinggi,2020-08-27,20.5,0.7,18.5,11.6
Bukittinggi,2020-08-28,20.3,7.0,21.25,9.4
Bukittinggi,2020-08-29,21.0,3.7,19.31,10.3
Bukittinggi,2020-08-30,21.1,7.2,18.99,9.5
Bukittinggi,2020-08-31,20.8,27.9,19.03,7.9
Bukittinggi,2020-09-01,20.5,3.9,16.27,9.2
Bukittinggi,2020-09-02,20.5,3.0,15.54,8.8
Bukittinggi,2020-09-03,20.6,10.1,13.7,10.2
Bukittinggi,2020-09-04,20.6,46.5,15.38,7.0
Bukittinggi,2020-09-05,21.0,4.6,16.44,8.9
Bukittinggi,2020-09-06,20.5,11.1,18.57,6.8
Bukittinggi,2020-09-07,20.9,6.4,15.97,11.9
Bukittinggi,2020-09-08,20.9,15.6,15.24,11.2
Bukittinggi,2020-09-09,20.4,28.3,11.89,11.3
Bukittinggi,2020-09-10,19.5,13.3,5.27,12.5
Bukittinggi,2020-09-11,20.4,14.1,16.99,13.2
Bukittinggi,2020-09-12,20.7,0.6,16.04,8.0
Bukittinggi,2020-09-13,20.9,0.1,14.4,10.1
Bukittinggi,2020-09-14,20.4,1.3,17.32,10.5
Bukittinggi,2020-09-15,21.2,0.0,22.6,17.7
Bukittinggi,2020-09-16,20.6,1.1,12.05,13.8
Bukittinggi,2020-09-17,20.3,2.0,18.15,15.5
Bukittinggi,2020-09-18,20.6,16.7,14.55,11.6
Bukittinggi,2020-09-19,20.6,0.3,10.44,10.7
Bukittinggi,2020-09-20,21.2,6.2,19.19,14.7
Bukittinggi,2020-09-21,20.2,10.0,6.72,12.7
Bukittinggi,2020-09-22,21.5,4.2,16.11,8.2
Bukittinggi,2020-09-23,20.9,18.0,15.67,9.4
Bukittinggi,2020-09-24,21.7,1.0,19.74,10.7
Bukittinggi,2020-09-25,20.3,15.1,15.51,7.2
Bukittinggi,2020-09-26,19.4,54.4,8.7,6.4
Bukittinggi,2020-09-27,20.6,4.0,11.51,6.9
Bukittinggi,2020-09-28,20.9,7.0,18.77,5.9
Bukittinggi,2020-09-29,20.9,2.9,19.62,12.6
Bukittinggi,2020-09-30,20.4,12.2,16.84,15.8
Bukittinggi,2020-10-01,20.4,18.3,12.79,9.3
Bukittinggi,2020-10-02,20.6,7.8,14.68,12.3
Bukittinggi,2020-10-03,20.9,9.7,11.56,7.5
Bukittinggi,2020-10-04,20.4,42.1,15.07,8.2
Bukittinggi,2020-10-05,20.7,23.4,17.09,14.1
Bukittinggi,2020-10-06,21.0,68.0,15.4,13.7
Bukittinggi,2020-10-07,19.9,10.8,8.8,22.0
Bukittinggi,2020-10-08,19.6,10.1,7.7,18.5
Bukittinggi,2020-10-09,19.7,35.7,8.81,23.3
Bukittinggi,2020-10-10,21.0,7.6,17.47,18.8
Bukittinggi,2020-10-11,21.3,0.6,14.28,12.6
Bukittinggi,2020-10-12,21.2,2.6,14.26,8.0
Bukittinggi,2020-10-13,20.7,0.0,7.11,7.6
Bukittinggi,2020-10-14,21.7,2.4,17.01,13.8
Bukittinggi,2020-10-15,21.3,2.7,15.37,13.4
Bukittinggi,2020-10-16,21.3,0.9,22.13,16.1
Bukittinggi,2020-10-17,21.2,0.3,22.7,18.2
Bukittinggi,2020-10-18,21.7,0.0,20.34,14.2
Bukittinggi,2020-10-19,21.7,0.1,24.91,13.4
Bukittinggi,2020-10-20,21.3,4.3,18.72,10.4
Bukittinggi,2020-10-21,21.1,4.9,18.05,17.6
Bukittinggi,2020-10-22,21.0,3.8,16.95,15.5
Bukittinggi,2020-10-23,21.9,0.5,15.13,7.9
Bukittinggi,2020-10-24,21.0,1.7,13.68,13.7
Bukittinggi,2020-10-25,20.1,13.5,10.1,17.0
Bukittinggi,2020-10-26,20.5,3.2,11.79,15.3
Bukittinggi,2020-10-27,20.8,0.2,24.4,17.7
Bukittinggi,2020-10-28,20.9,0.4,19.59,15.1
Bukittinggi,2020-10-29,21.2,2.2,18.42,10.5
Bukittinggi,2020-10-30,21.0,2.3,16.95,8.2
Bukittinggi,2020-10-31,20.8,5.0,14.93,13.8
Bukittinggi,2020-11-01,20.7,2.1,11.06,13.4
Bukittinggi,2020-11-02,20.8,5.0,14.16,15.5
Bukittinggi,2020-11-03,20.7,8.9,12.19,14.7
Bukittinggi,2020-11-04,20.5,5.1,12.54,12.4
Bukittinggi,2020-11-05,20.5,26.9,14.24,6.9
Bukittinggi,2020-11-06,20.8,5.2,17.23,11.5
Bukittinggi,2020-11-07,20.4,25.5,13.49,8.2
Bukittinggi,2020-11-08,20.3,13.4,6.24,9.9
Bukittinggi,2020-11-09,20.8,2.1,15.05,11.4
Bukittinggi,2020-11-10,21.1,3.1,13.73,9.5
Bukittinggi,2020-11-11,21.4,4.3,17.94,11.7
Bukittinggi,2020-11-12,21.7,11.6,20.76,14.2
Bukittinggi,2020-11-13,21.3,5.4,17.77,11.7
Bukittinggi,2020-11-14,21.1,3.5,15.2,13.8
Bukittinggi,2020-11-15,20.6,11.7,14.78,12.8
Bukittinggi,2020-11-16,20.1,16.9,10.21,13.6
Bukittinggi,2020-11-17,20.5,7.2,12.09,11.7
Bukittinggi,2020-11-18,21.4,5.0,19.83,9.4
Bukittinggi,2020-11-19,20.8,23.2,13.94,10.0
Bukittinggi,2020-11-20,20.9,34.9,12.25,9.8
Bukittinggi,2020-11-21,19.8,43.0,6.72,14.8
Bukittinggi,2020-11-22,20.4,11.9,13.07,7.3
Bukittinggi,2020-11-23,20.5,11.0,13.81,7.2
Bukittinggi,2020-11-24,20.3,13.4,11.09,7.6
Bukittinggi,2020-11-25,20.4,10.3,13.8,8.9
Bukittinggi,2020-11-26,20.0,14.2,9.57,6.2
Bukittinggi,2020-11-27,20.4,5.4,18.07,12.1
Bukittinggi,2020-11-28,19.9,9.0,9.58,14.5
Bukittinggi,2020-11-29,20.4,1.4,11.4,14.4
Bukittinggi,2020-11-30,20.5,2.1,18.03,16.3
Bukittinggi,2020-12-01,20.4,0.0,24.88,18.0
Bukittinggi,2020-12-02,20.3,0.0,26.4,15.2
Bukittinggi,2020-12-03,20.3,0.3,23.42,15.5
Bukittinggi,2020-12-04,20.6,1.1,19.28,14.4
Bukittinggi,2020-12-05,20.3,0.8,22.09,11.4
Bukittinggi,2020-12-06,20.7,1.3,18.49,11.5
Bukittinggi,2020-12-07,20.5,1.6,17.12,11.5
Bukittinggi,2020-12-08,21.0,2.0,19.41,11.7
Bukittinggi,2020-12-09,21.2,1.7,18.67,9.6
Bukittinggi,2020-12-10,19.5,33.1,5.91,20.2
Bukittinggi,2020-12-11,20.3,2.2,16.44,20.6
Bukittinggi,2020-12-12,20.6,1.4,18.03,19.1
Bukittinggi,2020-12-13,20.9,0.1,21.71,18.7
Bukittinggi,2020-12-14,20.4,0.2,19.92,14.1
Bukittinggi,2020-12-15,20.5,1.2,11.97,11.5
Bukittinggi,2020-12-16,20.2,5.5,8.88,12.5
Bukittinggi,2020-12-17,20.6,2.6,14.7,14.5
Bukittinggi,2020-12-18,19.9,4.1,9.37,13.7
Bukittinggi,2020-12-19,20.2,1.9,14.55,11.9
Bukittinggi,2020-12-20,20.5,12.1,18.54,7.1
Bukittinggi,2020-12-21,20.8,1.9,18.69,8.9
Bukittinggi,2020-12-22,20.8,2.8,18.35,10.5
Bukittinggi,2020-12-23,20.8,1.9,18.41,13.1
Bukittinggi,2020-12-24,20.7,4.4,11.72,13.5
Bukittinggi,2020-12-25,20.9,0.4,18.69,13.2
Bukittinggi,2020-12-26,20.4,1.8,17.19,11.9
Bukittinggi,2020-12-27,21.4,0.4,20.71,13.7
Bukittinggi,2020-12-28,20.2,10.7,12.81,7.8
Bukittinggi,2020-12-29,20.2,4.7,10.71,6.7
Bukittinggi,2020-12-30,20.0,7.3,11.56,5.0
Bukittinggi,2020-12-31,19.5,5.8,8.63,6.6
Bukittinggi,2021-01-01,19.9,4.6,15.26,12.3
Bukittinggi,2021-01-02,19.7,8.1,13.82,10.2
Bukittinggi,2021-01-03,20.3,2.3,9.16,10.5
Bukittinggi,2021-01-04,20.5,0.0,13.51,6.4
Bukittinggi,2021-01-05,21.6,0.7,21.84,7.6
Bukittinggi,2021-01-06,20.7,1.5,19.42,15.7
Bukittinggi,2021-01-07,20.7,1.1,16.84,8.2
Bukittinggi,2021-01-08,20.3,8.3,11.8,9.9
Bukittinggi,2021-01-09,20.0,35.8,10.55,10.0
Bukittinggi,2021-01-10,19.1,6.7,8.81,11.6
Bukittinggi,2021-01-11,19.7,11.4,12.76,11.8
Bukittinggi,2021-01-12,19.3,9.9,7.79,10.1
Bukittinggi,2021-01-13,19.2,1.9,9.96,13.5
Bukittinggi,2021-01-14,20.6,0.6,19.09,10.9
Bukittinggi,2021-01-15,21.2,0.0,22.2,9.0
Bukittinggi,2021-01-16,20.7,0.0,22.32,11.7
Bukittinggi,2021-01-17,20.7,1.5,15.92,10.9
Bukittinggi,2021-01-18,19.6,7.7,16.42,11.3
Bukittinggi,2021-01-19,19.6,1.7,13.49,11.6
Bukittinggi,2021-01-20,21.2,0.4,22.64,8.6
Bukittinggi,2021-01-21,20.5,0.1,21.29,13.6
Bukittinggi,2021-01-22,20.5,0.7,20.05,14.4
Bukittinggi,2021-01-23,20.9,0.3,20.19,11.5
Bukittinggi,2021-01-24,21.0,1.5,21.28,8.2
Bukittinggi,2021-01-25,20.4,11.1,15.65,9.6
Bukittinggi,2021-01-26,19.8,20.7,10.75,6.9
Bukittinggi,2021-01-27,20.2,3.3,16.06,12.1
Bukittinggi,2021-01-28,19.9,2.2,9.83,6.4
Bukittinggi,2021-01-29,19.6,11.7,11.51,7.9
Bukittinggi,2021-01-30,19.4,10.3,12.13,12.7
Bukittinggi,2021-01-31,20.1,0.7,16.23,15.8
Bukittinggi,2021-02-01,20.2,2.4,15.09,14.0
Bukittinggi,2021-02-02,20.4,4.3,17.86,12.2
Bukittinggi,2021-02-03,20.3,2.0,12.96,8.8
Bukittinggi,2021-02-04,20.5,15.0,19.11,11.2
Bukittinggi,2021-02-05,20.3,3.3,16.65,10.5
Bukittinggi,2021-02-06,21.0,0.8,20.43,9.8
Bukittinggi,2021-02-07,21.2,2.0,21.76,5.9
Bukittinggi,2021-02-08,20.7,6.3,20.09,9.0
Bukittinggi,2021-02-09,21.3,0.4,22.56,11.9
Bukittinggi,2021-02-10,21.4,0.3,22.72,12.3
Bukittinggi,2021-02-11,20.7,1.2,19.39,12.0
Bukittinggi,2021-02-12,21.2,0.3,23.18,10.8
Bukittinggi,2021-02-13,21.3,1.5,19.64,6.8
Bukittinggi,2021-02-14,21.0,9.2,19.55,8.7
Bukittinggi,2021-02-15,20.5,7.8,18.39,11.0
Bukittinggi,2021-02-16,20.9,3.2,18.44,8.5
Bukittinggi,2021-02-17,20.8,2.0,21.82,10.1
Bukittinggi,2021-02-18,19.2,9.4,7.68,8.9
Bukittinggi,2021-02-19,20.0,2.6,19.86,15.3
Bukittinggi,2021-02-20,19.9,2.2,17.4,13.9
Bukittinggi,2021-02-21,20.5,2.2,19.31,15.1
Bukittinggi,2021-02-22,20.7,3.7,18.12,10.6
Bukittinggi,2021-02-23,20.5,14.0,16.18,8.7
Bukittinggi,2021-02-24,20.7,1.1,21.09,15.0
Bukittinggi,2021-02-25,20.6,3.8,20.08,18.4
Bukittinggi,2021-02-26,20.9,1.5,22.52,18.7
Bukittinggi,2021-02-27,21.5,0.4,24.12,12.4
Bukittinggi,2021-02-28,21.2,0.6,20.9,7.7
Bukittinggi,2021-03-01,20.6,11.1,19.68,9.7
Bukittinggi,2021-03-02,20.5,8.4,17.64,12.1
Bukittinggi,2021-03-03,20.7,5.1,20.52,9.7
Bukittinggi,2021-03-04,21.3,0.0,23.59,16.1
Bukittinggi,2021-03-05,20.6,12.2,17.63,14.2
Bukittinggi,2021-03-06,20.2,9.2,13.73,9.7
Bukittinggi,2021-03-07,19.7,24.4,6.95,9.1
Bukittinggi,2021-03-08,20.8,0.5,18.01,7.3
Bukittinggi,2021-03-09,20.7,3.4,19.53,11.1
Bukittinggi,2021-03-10,20.6,2.3,22.83,12.1
Bukittinggi,2021-03-11,20.3,8.1,20.11,13.1
Bukittinggi,2021-03-12,19.8,12.0,11.81,7.1
Bukittinggi,2021-03-13,20.2,10.1,17.99,7.9
Bukittinggi,2021-03-14,20.6,9.4,16.92,8.4
Bukittinggi,2021-03-15,20.6,5.3,16.6,11.8
Bukittinggi,2021-03-16,20.5,12.9,15.29,8.6
Bukittinggi,2021-03-17,20.6,12.6,17.41,8.5
Bukittinggi,2021-03-18,20.6,3.1,17.38,8.4
Bukittinggi,2021-03-19,20.5,8.4,15.73,7.6
Bukittinggi,2021-03-20,20.8,11.2,14.59,6.9
Bukittinggi,2021-03-21,20.8,9.6,15.25,8.2
Bukittinggi,2021-03-22,20.7,3.7,18.68,11.8
Bukittinggi,2021-03-23,20.4,10.5,17.74,12.0
Bukittinggi,2021-03-24,20.6,2.7,11.13,8.4
Bukittinggi,2021-03-25,20.4,6.1,13.54,13.7
Bukittinggi,2021-03-26,20.8,20.7,16.58,10.6
Bukittinggi,2021-03-27,20.6,4.1,12.89,7.3
Bukittinggi,2021-03-28,21.3,18.3,18.69,6.9
Bukittinggi,2021-03-29,20.5,22.6,11.47,11.8
Bukittinggi,2021-03-30,21.1,6.3,19.04,15.9
Bukittinggi,2021-03-31,20.6,2.4,13.5,27.2
Bukittinggi,2021-04-01,21.0,1.8,14.77,29.2
Bukittinggi,2021-04-02,21.3,3.4,19.82,18.8
Bukittinggi,2021-04-03,20.9,2.0,14.5,19.8
Bukittinggi,2021-04-04,20.9,3.9,14.53,24.2
Bukittinggi,2021-04-05,21.5,0.6,16.76,15.3
Bukittinggi,2021-04-06,21.3,0.6,20.98,11.3
Bukittinggi,2021-04-07,20.9,1.6,20.04,12.3
Bukittinggi,2021-04-08,21.0,1.0,18.08,14.0
Bukittinggi,2021-04-09,21.0,10.3,17.2,9.1
Bukittinggi,2021-04-10,21.0,3.5,18.35,11.5
Bukittinggi,2021-04-11,20.9,3.3,16.64,8.9
Bukittinggi,2021-04-12,21.1,2.1,18.38,9.7
Bukittinggi,2021-04-13,20.8,2.1,16.66,8.8
Bukittinggi,2021-04-14,21.0,0.6,14.8,6.6
Bukittinggi,2021-04-15,20.6,8.2,14.99,9.7
Bukittinggi,2021-04-16,21.0,2.9,17.55,9.8
Bukittinggi,2021-04-17,20.0,13.6,5.7,6.4
Bukittinggi,2021-04-18,21.1,2.1,20.44,9.1
Bukittinggi,2021-04-19,21.1,4.2,16.62,11.8
Bukittinggi,2021-04-20,21.5,2.7,20.52,6.0
Bukittinggi,2021-04-21,21.1,6.9,15.65,8.4
Bukittinggi,2021-04-22,20.6,9.1,11.35,10.5
Bukittinggi,2021-04-23,20.6,2.7,16.41,13.8
Bukittinggi,2021-04-24,20.3,7.8,14.4,8.9
Bukittinggi,2021-04-25,21.0,23.8,16.65,7.4
Bukittinggi,2021-04-26,20.9,8.5,13.49,9.2
Bukittinggi,2021-04-27,21.1,11.3,19.47,11.3
Bukittinggi,2021-04-28,21.1,4.0,17.61,11.3
Bukittinggi,2021-04-29,20.6,34.2,14.21,9.2
Bukittinggi,2021-04-30,20.9,11.5,12.78,6.3
Bukittinggi,2021-05-01,21.5,4.2,19.25,13.4
Bukittinggi,2021-05-02,21.2,4.6,16.38,13.7
Bukittinggi,2021-05-03,21.0,4.4,18.14,14.6
Bukittinggi,2021-05-04,20.8,7.1,14.19,11.6
Bukittinggi,2021-05-05,20.9,9.3,13.83,7.4
Bukittinggi,2021-05-06,21.0,16.0,12.0,7.7
Bukittinggi,2021-05-07,21.3,4.1,15.92,11.8
Bukittinggi,2021-05-08,21.1,2.5,16.25,7.8
Bukittinggi,2021-05-09,21.6,2.8,16.43,8.1
Bukittinggi,2021-05-10,21.8,3.8,16.3,7.8
Bukittinggi,2021-05-11,21.5,17.5,12.72,7.1
Bukittinggi,2021-05-12,21.2,10.8,8.36,5.1
Bukittinggi,2021-05-13,21.4,13.1,15.98,9.6
Bukittinggi,2021-05-14,21.4,17.5,11.52,8.7
Bukittinggi,2021-05-15,21.7,18.3,17.27,10.2
Bukittinggi,2021-05-16,21.4,43.5,10.66,9.8
Bukittinggi,2021-05-17,20.8,65.0,6.03,9.8
Bukittinggi,2021-05-18,20.7,9.0,5.95,8.2
Bukittinggi,2021-05-19,21.6,0.0,15.8,8.1
Bukittinggi,2021-05-20,21.9,1.4,17.46,8.1
Bukittinggi,2021-05-21,21.7,1.5,15.98,10.6
Bukittinggi,2021-05-22,21.6,0.1,15.76,7.6
Bukittinggi,2021-05-23,21.7,0.0,14.5,7.6
Bukittinggi,2021-05-24,21.5,6.8,15.9,8.4
Bukittinggi,2021-05-25,21.5,3.4,16.47,10.2
Bukittinggi,2021-05-26,21.6,1.2,17.41,15.2
Bukittinggi,2021-05-27,21.2,9.9,13.45,10.9
Bukittinggi,2021-05-28,20.7,10.3,12.35,9.0
Bukittinggi,2021-05-29,21.2,0.3,14.61,8.8
Bukittinggi,2021-05-30,20.9,3.7,17.32,11.3
Bukittinggi,2021-05-31,21.0,8.6,10.46,12.9
Bukittinggi,2021-06-01,21.2,4.5,16.88,11.3
Bukittinggi,2021-06-02,21.4,21.5,15.84,7.5
Bukittinggi,2021-06-03,21.4,10.7,18.26,6.4
Bukittinggi,2021-06-04,21.0,12.0,14.69,7.2
Bukittinggi,2021-06-05,21.1,75.7,17.11,10.7
Bukittinggi,2021-06-06,20.5,0.0,22.06,14.3
Bukittinggi,2021-06-07,20.3,3.7,17.97,10.9
Bukittinggi,2021-06-08,21.0,0.5,18.4,7.9
Bukittinggi,2021-06-09,21.0,3.2,13.05,9.5
Bukittinggi,2021-06-10,20.8,3.6,17.47,10.1
Bukittinggi,2021-06-11,20.6,1.9,16.28,12.1
Bukittinggi,2021-06-12,20.6,2.1,19.3,7.7
Bukittinggi,2021-06-13,20.8,12.4,15.24,8.5
Bukittinggi,2021-06-14,20.8,25.9,15.57,8.4
Bukittinggi,2021-06-15,20.3,20.3,15.08,11.6
Bukittinggi,2021-06-16,20.6,2.7,14.75,9.7
Bukittinggi,2021-06-17,20.6,0.0,23.09,13.7
Bukittinggi,2021-06-18,20.0,0.1,10.68,6.4
Bukittinggi,2021-06-19,20.4,0.0,18.22,9.9
Bukittinggi,2021-06-20,20.4,0.0,22.31,15.5
Bukittinggi,2021-06-21,20.8,0.3,20.93,16.5
Bukittinggi,2021-06-22,20.3,1.8,15.75,19.4
Bukittinggi,2021-06-23,20.8,0.0,20.01,13.9
Bukittinggi,2021-06-24,20.5,1.6,19.44,9.5
Bukittinggi,2021-06-25,20.8,5.8,15.86,12.1
Bukittinggi,2021-06-26,20.4,15.3,14.04,9.6
Bukittinggi,2021-06-27,20.2,15.9,15.82,6.8
Bukittinggi,2021-06-28,20.3,15.8,16.93,10.0
Bukittinggi,2021-06-29,19.7,2.4,12.81,16.5
Bukittinggi,2021-06-30,21.6,0.1,20.62,9.1
Bukittinggi,2021-07-01,21.4,0.9,18.94,8.9
Bukittinggi,2021-07-02,21.6,1.1,21.86,12.7
Bukittinggi,2021-07-03,20.5,28.9,17.03,8.8
Bukittinggi,2021-07-04,20.2,7.7,13.9,14.0
Bukittinggi,2021-07-05,19.8,29.6,7.72,12.0
Bukittinggi,2021-07-06,20.4,0.2,13.02,13.7
Bukittinggi,2021-07-07,20.5,13.7,17.42,7.4
Bukittinggi,2021-07-08,20.5,1.0,19.59,9.3
Bukittinggi,2021-07-09,20.6,5.5,16.61,10.9
Bukittinggi,2021-07-10,20.4,10.2,10.73,10.9
Bukittinggi,2021-07-11,20.2,8.1,10.5,12.9
Bukittinggi,2021-07-12,20.3,3.8,12.45,9.4
Bukittinggi,2021-07-13,19.0,8.0,5.45,12.3
Bukittinggi,2021-07-14,20.1,0.0,11.11,10.6
Bukittinggi,2021-07-15,20.2,0.0,23.76,18.8
Bukittinggi,2021-07-16,20.3,0.0,21.54,9.0
Bukittinggi,2021-07-17,20.9,0.3,21.66,8.2
Bukittinggi,2021-07-18,20.6,1.1,19.77,11.8
Bukittinggi,2021-07-19,20.8,0.0,16.97,14.4
Bukittinggi,2021-07-20,20.8,0.0,20.46,13.0
Bukittinggi,2021-07-21,21.0,0.0,20.91,15.5
Bukittinggi,2021-07-22,20.8,0.3,18.4,14.2
Bukittinggi,2021-07-23,21.2,0.1,20.01,14.9
Bukittinggi,2021-07-24,21.4,0.2,16.56,13.0
Bukittinggi,2021-07-25,21.5,0.6,21.79,7.4
Bukittinggi,2021-07-26,21.3,3.2,17.21,6.1
Bukittinggi,2021-07-27,21.3,3.8,18.56,7.4
Bukittinggi,2021-07-28,21.0,4.1,15.28,11.6
Bukittinggi,2021-07-29,21.1,3.3,19.14,10.1
Bukittinggi,2021-07-30,20.6,1.4,17.51,10.7
Bukittinggi,2021-07-31,20.8,3.5,15.51,12.1
Bukittinggi,2021-08-01,20.7,5.7,12.53,13.3
Bukittinggi,2021-08-02,21.3,5.4,17.85,11.8
Bukittinggi,2021-08-03,20.9,4.1,17.47,6.6
Bukittinggi,2021-08-04,21.0,1.0,16.5,14.8
Bukittinggi,2021-08-05,21.5,0.0,18.01,15.4
Bukittinggi,2021-08-06,21.1,4.1,20.58,11.6
Bukittinggi,2021-08-07,21.2,2.8,18.22,9.7
Bukittinggi,2021-08-08,21.0,2.8,15.63,8.2
